database_identifier,chemical_formula,smiles,inchi,metabolite_identification,mass_to_charge,fragmentation,modifications,charge,retention_time,taxid,species,database,database_version,reliability,uri,search_engine,search_engine_score,smallmolecule_abundance_sub,smallmolecule_abundance_stdev_sub,smallmolecule_abundance_std_error_sub,Breast_1,Breast_10,Breast_11,Breast_12,Breast_13,Breast_14,Breast_15,Breast_16,Breast_17,Breast_18,Breast_19,Breast_2,Breast_20,Breast_21,Breast_22,Breast_23,Breast_24,Breast_25,Breast_26,Breast_27,Breast_28,Breast_3,Breast_4,Breast_5,Breast_7,Breast_8,Breast_9,control_1,control_10,control_11,control_12,control_13,control_14,control_15,control_16,control_17,control_18,control_19,control_2,control_20,control_21,control_22,control_23,control_24,control_25,control_26,control_27,control_28,control_29,control_3,control_30,control_4,control_5,control_6,control_7,control_8,control_9,QC01,QC02,QC03,QC04,QC05,QC06,QC07
CHEBI:28865,C26H45NO7S,[H][C@@]12C[C@H](O)CC[C@]1(C)[C@@]1([H])C[C@H](O)[C@]3(C)[C@]([H])(CC[C@@]3([H])[C@]1([H])[C@H](O)C2)[C@H](C)CCC(=O)NCCS(O)(=O)=O,"InChI=1S/C26H45NO7S/c1-15(4-7-23(31)27-10-11-35(32,33)34)18-5-6-19-24-20(14-22(30)26(18,19)3)25(2)9-8-17(28)12-16(25)13-21(24)29/h15-22,24,28-30H,4-14H2,1-3H3,(H,27,31)(H,32,33,34)/t15-,16+,17-,18-,19+,20+,21-,22+,24+,25+,26-/m1/s1",Taurocholic acid,514.2841798,,,,221.4425,,,,,,,,,,,,0,30544.4179,317643.1568,712997.2294,6700.999745,0,9731.538189,21469.59958,414178.0826,18286.78387,0,44286.2537,333107.9912,274766.5767,856685.5176,832602.0516,20693.20157,925086.1568,1448602.543,188626.9472,714965.2151,0,837542.0001,0,2437254.117,56891.53036,49486.24967,97545.52727,61384.41153,175354.1549,69805.70205,63555.85736,460488.3379,1389560.684,0,108647.7989,15646.65927,141283.1814,0,57826.44393,2839.094392,7181.234533,0,10691.16302,48929.94236,12144.86942,10756.9689,0,30299.50681,58920.7549,214424.5588,32368.49172,0,938719.135,736885.7709,71194.51224,172750.4517,263408.9633,293712.3587,280395.7541,260776.797,284073.0113,280468.5001,287183.1514
CHEBI:17151,C5H12O5,OC[C@H](O)[C@@H](O)[C@H](O)CO,"InChI=1S/C5H12O5/c6-1-3(8)5(10)4(9)2-7/h3-10H,1-2H2/t3-,4+,5+",D-Xylitol,151.0614349,,,,248.209,,,,,,,,,,,,550374.6927,855746.8604,1012657.637,824701.4272,574662.1165,1046470.486,763535.3513,959790.7458,128321.2519,145807.687,798871.7816,1352078.455,2052310.038,828826.6648,842093.7031,940756.6668,155743.6071,3296203.237,1480676.449,89953.09699,1018595.648,1454286.328,1160855.087,560506.1229,592367.6254,606256.679,715471.2969,625109.8595,885871.8942,2269768.869,793989.1975,1063196.432,802041.015,11152478.14,1004548.323,939143.2667,1146734.51,612639.2888,751081.3714,1020087.708,888084.727,858511.1291,628728.0369,658012.2421,728606.5075,715657.9937,928630.2757,543652.597,634569.7326,579873.3582,787526.8386,918999.9051,921969.3594,971700.5893,1076853.387,751799.0322,405630.6075,1097428.027,1118070.569,1101834.025,1158683.108,1193338.722,1243284.281,1243497.903
CHEBI:30838,C5H6O4,C(C(CC(O)=O)=C)(O)=O,"InChI=1S/C5H6O4/c1-3(5(8)9)2-4(6)7/h1-2H2,(H,6,7)(H,8,9)",Itaconic acid,129.0193904,,,,211.169,,,,,,,,,,,,812161.202,744168.6555,1344222.574,2621546.848,1136854.074,746691.1108,936314.3965,802123.443,765560.9849,948335.4516,729788.1431,809114.8109,985702.2944,1529162.211,1023697.411,1268103.88,1589491.269,1081984.265,1289644.892,886395.8106,1254440.281,826774.1832,1379289.772,478497.0874,496938.2083,821748.8833,419568.992,942998.9969,769957.0011,1050181.228,1132106.116,1366104.01,1274704.547,1477003.076,763166.5661,621879.523,1467346.682,1098249.442,1241265.959,1759143.338,908153.6867,1369808.862,699823.8502,1304996.748,1449130.007,564728.3409,1092617.594,744470.9846,1456939.544,1498109.322,988985.4452,1150284.148,840909.5251,744123.7062,1102650.672,1358645.801,807900.4832,1136165.379,1240632.821,1188174.548,981585.7372,1186325.483,1224865.617,1171966.34
CHEBI:17587,C6H10O6,[H][C@@]1(OC(=O)[C@@H](O)[C@H]1O)[C@@H](O)CO,"InChI=1S/C6H10O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-5,7-10H,1H2/t2-,3+,4-,5+/m0/s1",L-Gulonolactone,177.0403724,,,,94.3952,,,,,,,,,,,,12532923.54,57474446.51,27981612.1,35118199.25,32585161.43,53907312.11,30310274.67,37443088.55,54134573.42,41911483.1,44629283.72,56334135.04,106048131.4,55932203.39,46758767.48,31351640.21,37381875.24,44622615.6,40906298.23,38073604.31,37824039.34,55742130.1,33146127.21,58513507.8,41796518,43504368.58,37538772.99,30974645.66,39883501.62,45330949.37,42798744.42,31154940.61,24623719.86,45838660.38,29402822.17,40806224.26,30306958.59,29649353.9,33512902.71,35488730.48,36467521.39,47157171.7,40828065.1,30760529.81,41082229.3,27934798.11,37630938.23,35407926.33,30724477.89,32034955.9,60500387.97,43462358.23,37085186.59,34373101.76,47243849.08,56834645.8,46140042.79,30124161.57,32377309.77,31278709.11,31744785.03,40670701.2,47853565.22,51483169.4
CHEBI:17295,C9H11NO2,N[C@@H](Cc1ccccc1)C(O)=O,"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1",L-Phenylalanine,164.071662,,,,275.095,,,,,,,,,,,,55446721.03,24041839.88,54893795.91,53811836.25,24503502.47,25482594.63,35736817.76,33410846.62,28219892.59,24205969.24,31445118.51,27784325.35,32264070.51,27904399.39,35375988.15,57536764.87,30061075.07,26511380.62,35585453.83,19914163.17,27850550.81,39318198.12,34530468.37,29095619.12,29712282.18,21454958.49,39302621.91,29868928,32914504.77,33993707.51,30297216.07,36114488.72,32772878.77,33924475.34,45781271.1,30451008.43,40220352.13,28061454.29,32206679.69,28929088.55,32636471.42,31166049.21,23069072.67,35243148.7,31878228.28,43516491.13,31925704.72,31971790.86,36537859.62,30759969.97,31623519.1,32522944.61,31382268.18,34580643.56,31138178,31320162.52,25074583.66,34816091.24,33477286.03,35862396.46,35555587.91,40063862.3,39122831.19,40457041.79
CHEBI:34498,C18H32O4,CCCCC\C=C/C=C/[C@H](CCCCCCCC(O)=O)OO,"InChI=1S/C18H32O4/c1-2-3-4-5-6-8-11-14-17(22-21)15-12-9-7-10-13-16-18(19)20/h6,8,11,14,17,21H,2-5,7,9-10,12-13,15-16H2,1H3,(H,19,20)/b8-6-,14-11+/t17-/m1/s1","(10E,12Z)-(9S)-9-Hydroperoxyoctadeca-10,12-dienoic acid",311.2228578,,,,50.5693,,,,,,,,,,,,4632879.203,1982097.988,3202295.465,1215908.35,2491182.454,1712022.734,3439538.566,3775463.028,1359293.821,2087299.049,1156292.538,2358503.825,1090356.514,1850378.266,893624.4576,1273269.975,2817749.163,1353862.417,4106098.176,1539632.698,1730282.849,1347674.475,2450237.06,1834977.903,2120825.708,1322482.677,11569305.28,2448031.253,2301570.728,2300331.834,2019099.263,2010421.356,1752353.399,1528506.608,2003891.306,2193187.906,2253508.768,1206955.253,2216497.944,1308129.391,1101446.99,2453443.451,1506527.11,1229789.091,1514050.872,2412685.894,1584562.869,1757507.785,1452961.766,1401409.65,1830717.462,3844880.534,2707686.588,1496732.54,1479987.935,1915176.572,1469123.044,2129896.164,2082045.011,2162794.081,2033200.782,2291963.324,2123815.314,2056965.45
CHEBI:43065,C9H10O3,O[C@@H](Cc1ccccc1)C(O)=O,"InChI=1S/C9H10O3/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8,10H,6H2,(H,11,12)/t8-/m0/s1",L-3-Phenyllactic acid,165.0557921,,,,123.196,,,,,,,,,,,,11628208.26,1708945.43,15113990.05,33752980.34,3867745.551,10541891.3,10256149.9,11122395.51,7143916.788,11753609.24,993990.58,12315243.39,12943841.98,12692544.87,14941118.39,15590634.33,10748738.57,5848711.347,3116348.66,10796999.38,3532075.726,20568963.32,7776330.044,4905635.222,3481649.159,5919628.22,6970898.351,10174447.98,8333636.697,13959679.8,9750439.297,11719980.67,2116800.109,11071118.63,11078609.68,4950720.543,7614859.471,3407119.47,14863366.96,1814380.314,8983825.275,16336044.26,4181713.656,12832137.98,2747672.146,10259373.47,9698318.78,7693749.461,18109582.78,47044647.7,13399750.52,9133785.37,7190953.261,10763618.35,12783831.49,12243253.4,6255937.578,12748100.09,5058995.173,12668470.56,14868503.62,12917921.25,14829979.91,7079739.765
CHEBI:20607,C10H15N3O5,Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)nc1N,"InChI=1S/C10H15N3O5/c1-4-2-13(10(17)12-8(4)11)9-7(16)6(15)5(3-14)18-9/h2,5-7,9,14-16H,3H2,1H3,(H2,11,12,17)/t5-,6-,7-,9-/m1/s1",5-Methylcytidine,256.0914738,,,,406.429,,,,,,,,,,,,254910.2607,159165.2543,332363.5429,227904.1639,287173.2888,243556.7051,406728.8422,433968.429,236267.1306,312098.5767,246735.4007,373623.4204,234205.9349,334817.9205,277740.896,571520.4789,314009.5464,162879.9988,634107.1848,93697.22704,187797.8989,234473.2945,356410.0647,285985.8939,217545.7379,214207.7225,220148.7568,375240.1819,402837.5592,417696.2615,214340.7022,526060.834,309572.1334,348963.6019,466378.4174,423163.468,445307.63,318585.9167,201690.1089,223971.4603,177037.3215,286932.3076,142237.4632,290518.0248,199987.0844,242708.1353,387090.1946,351939.9256,256011.6579,204303.291,157790.0911,376963.4176,329767.264,477063.4291,385412.7743,421474.5365,123371.7254,332859.7049,396631.7922,328746.4123,378542.2067,329528.5595,372573.4227,407069.9485
CHEBI:24813,C11H11NO3,OC(Cc1c[nH]c2ccccc12)C(O)=O,"InChI=1S/C11H11NO3/c13-10(11(14)15)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,10,12-13H,5H2,(H,14,15)",Indolelactic acid,204.0664128,,,,175.646,,,,,,,,,,,,3754390.816,1486206.596,5930425.055,10043693.69,2229695.937,2358421.346,1391623.714,1943632.801,3081095.375,3965192.114,4976732.443,3560405.561,1564598.253,4521607.889,4195774.757,5654825.957,2505848.38,1814312.201,8016032.413,337726.4968,2438375.725,5581233.554,3799049.965,1254768.451,2774253.264,81292.02283,3973196.236,2628192.71,3359136.843,6117574.283,3830014.591,7272908.251,3793598.543,2737590.174,2937730.326,3071976.785,3806459.386,2399592.835,5683517.226,3904562.757,4692854.37,5067056.769,3272972.046,5617696.304,4353945.87,5006121.709,5552073.789,3262107.55,7729989.482,2550088.529,3030478.335,4973698.07,3702038.988,5230135.433,3994346.484,5172065.871,3009882.697,5568127.819,3263610.237,3108917.71,4256206.104,2466556.755,5719425.643,3517821.043
CHEBI:91315,C5H8O4,OC(=O)C(CC(O)=O)C,"InChI=1S/C5H8O4/c1-3(5(8)9)2-4(6)7/h3H,2H2,1H3,(H,6,7)(H,8,9)",Methylsuccinic acid,131.0350218,,,,408.772,,,,,,,,,,,,1367053.074,1510373.68,1913008.058,1624254.616,1663839.321,1431511.099,1745980.865,1313424.057,1693620.297,1544603.771,1720739.083,1666368.818,1670745.828,1651399.562,1632378.994,1504201.957,1690162.281,1523748.376,1228914.624,1590137.75,1626644.428,1713645.593,3350615.329,1641795.249,1808986.519,1542097.487,1644150.018,1704711.038,1478590.18,1840927.364,1761387.802,1745396.268,1635790.795,1755908.802,1770400.72,1727220.715,1366810.534,1673867.823,1659388.133,1548519.687,1691880.535,1593645.958,1501975.988,1683528.363,1479520.839,1883360.672,1303767.188,1963800.888,1759911.974,2275666.068,1561714.88,1558941.024,1756514.017,1351273.511,1332103.954,1358513.566,1513999.897,1941525.979,1698122.595,1635815.259,1697444.094,1685327.176,1441498.363,1452641.134
CHEBI:16552,C6H11NO3S,[H]C(=O)N[C@@H](CCSC)C(O)=O,"InChI=1S/C6H11NO3S/c1-11-3-2-5(6(9)10)7-4-8/h4-5H,2-3H2,1H3,(H,7,8)(H,9,10)/t5-/m0/s1",N-Formyl-L-methionine,176.0384624,,,,214.7805,,,,,,,,,,,,1377185.624,1515936.766,1414131.569,2046049.816,1763964.015,1568231.054,2317039.648,1791428.294,1514070.411,2321064.858,1768191.42,1569399.405,1603923.604,1812513.394,1216744.417,2444176.665,1734227.265,1743683.741,2977573.972,1125159.131,1437096.889,2063310.482,1606231.101,1151446.645,1205949.031,1416009.299,1674129.867,1694736.533,1722823.642,2373890.369,1684721.385,2057790.23,2122162.956,2030540.563,2184998.456,1964960.589,2484758.237,1131459.884,1465024.941,1550428.618,1524471.522,2187631.751,1044700.629,1777679.301,1837932.703,1440678.445,3549591.573,1199845.024,2459778.932,1438315.758,1514460.182,2452262.857,2246351.627,1943533.19,2469722.665,1560713.414,1701550.333,2049356.764,1952061.355,2049257.42,2007347.743,1960660.327,1886251.747,1947248.306
CHEBI:17015,C17H20N4O6,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1,"InChI=1S/C17H20N4O6/c1-7-3-9-10(4-8(7)2)21(5-11(23)14(25)12(24)6-22)15-13(18-9)16(26)20-17(27)19-15/h3-4,11-12,14,22-25H,5-6H2,1-2H3,(H,20,26,27)/t11-,12+,14-/m0/s1",Riboflavin,375.1332194,,,,160.462,,,,,,,,,,,,1444495.396,1720775.376,1689308.858,1622797.472,1626686.374,934964.4082,2907081.732,2607515.827,308514.0095,522796.748,1273879.205,1962249.345,1644602.327,1955683.782,1787632.906,1865638.342,323226.6821,1795329.4,1049885.393,871465.1892,1038202.749,1572113.604,1203949.365,2285475.974,2901382.11,1456455.147,2391135.534,2598883.562,1694187.381,488182.5073,2463291.835,3263009.213,4642686.622,6122381.751,4718784.465,5896869.153,2734763.283,1009701.334,1957304.91,1450493.928,1543272.984,1885318.376,2248018.954,2202285.178,3071789.703,4337863.275,2881704.143,1520296.121,3598164.386,1059570.925,5047466.617,4535422.191,2532257.626,3637244.54,404121.4436,1149460.794,429793.4347,2503203.06,1402406.88,1615002.898,2905627.938,1246256.659,2791714.906,2834316.533
CHEBI:48430,C6H10O3,CC(C)CC(=O)C(O)=O,"InChI=1S/C6H10O3/c1-4(2)3-5(7)6(8)9/h4H,3H2,1-2H3,(H,8,9)",Ketoleucine,129.0558576,,,,207.641,,,,,,,,,,,,2356831.509,2196817.93,2403293.435,2566964.672,2251309.58,1754370.872,2444676.176,2416937.402,3276633.79,2679292.498,2273848.715,2903545.055,3631014.202,2870205.308,2551655.686,2439342.839,3102599.481,2656335.36,2226800.519,2789536.283,2623069.942,2252023.047,2103683.279,1797114.366,1671790.312,2113361.835,2241849.125,2867633.05,5100806.221,2131655.135,3457055.075,2005564.431,2659686.455,3583192.289,2302853.329,1950616.896,1857221.392,2159435.117,2875323.421,1733932.127,2272900.029,2139294.199,2730241.223,3911707.145,1977553.574,2019648.237,2174932.297,2843873.491,2969088.524,1647084.049,1923847.91,2287129.69,2256660.714,2969429.654,2749930.92,4796945.095,2572504.162,5149129.18,2964124.72,4348566.504,2473536.428,2338203.413,2464056.935,2381399.311
CHEBI:48131,C9H16O4,OC(=O)CCCCCCCC(O)=O,"InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)",Azelaic acid,187.0973235,,,,363.9005,,,,,,,,,,,,500926.2888,403701.2751,346859.0308,119822.4274,319460.4107,379489.4118,343466.9707,360016.7942,712097.1116,434272.8901,329753.9043,692294.4614,439260.6952,409892.1781,775974.452,461776.61,363847.1286,981009.9624,1644605.677,555601.2358,546814.2869,315713.65,544137.1583,747928.1731,517435.004,513110.0094,779918.7504,540211.0816,410066.8431,384110.0831,434605.868,424127.8822,437251.1772,475541.4038,323620.9014,339553.043,378182.5333,360540.1165,313818.8199,398841.4439,338061.5834,340760.1129,371139.78,300463.6126,322215.0924,373760.7078,430372.2242,408317.4153,329325.9292,330875.1703,416534.4419,412750.5236,415628.6182,358068.5903,371781.7567,479878.8864,424327.6685,478644.7659,447011.0565,466550.9814,453561.2574,447816.2404,514264.3509,518263.4868
CHEBI:41254,C12H16O5,CCCc1oc(CCC(O)=O)c(C(O)=O)c1C,"InChI=1S/C12H16O5/c1-3-4-8-7(2)11(12(15)16)9(17-8)5-6-10(13)14/h3-6H2,1-2H3,(H,13,14)(H,15,16)",3-Carboxy-4-methyl-5-propyl-2-furanpropionic acid,239.0922944,,,,214.4885,,,,,,,,,,,,7154204.717,17066020.19,9984025.411,20752208.49,20966430.92,4286875.067,8114868.884,13701897.42,14174295.5,49537207.52,45774083,2829196.278,11388578.1,4431260.656,15860601.59,57806851.06,5432643.438,30800932.05,17795291.74,13588940.37,10059218.18,34935956.46,6396313.275,23102865.58,25525045.41,6516590.666,21950346.68,2162170.333,37117471.31,21914658.73,19457195.27,82106350.63,13215052.41,33196229.57,31784598.65,8890402.8,16465950.82,56566869.03,11157332.53,699412.0004,28382773.97,21216386.95,72464392.64,32979480.03,37388280.03,19057157.83,16870349.18,11881988.24,53130306.89,6050861.167,5112946.136,16874875.35,20015190.01,58295054.65,21804889.49,45460836.4,75523925.05,24520325.73,26397122.55,25899811.98,27060583.12,24378973.52,27267737.15,27279311.44
CHEBI:17001,C9H13N5O4,Nc1nc2NCC(=Nc2c(=O)[nH]1)[C@H](O)[C@H](O)CO,"InChI=1S/C9H13N5O4/c10-9-13-7-5(8(18)14-9)12-3(1-11-7)6(17)4(16)2-15/h4,6,15-17H,1-2H2,(H4,10,11,13,14,18)/t4-,6+/m1/s1","7,8-Dihydroneopterin",254.0907519,,,,53.8757,,,,,,,,,,,,265154.4988,413086.7881,10538976.77,878603.3152,1054202.106,2128611.933,432166.6591,346678.317,737097.151,1023170.759,1105746.773,4591201.776,926220.1695,451126.8643,919988.4626,785746.8954,1708035.373,1343725.371,93017623.31,773601.0034,773566.3537,76588419.29,929054.8284,627315.1486,698911.2785,587241.7222,1574903.841,2875300.681,634249.1085,1476893.14,1688303.796,1721599.829,1254395.214,768833.6028,1506181.963,509280.3169,373246.8939,798607.459,582222.3118,689450.4733,705255.3764,555812.0742,1861457.993,2575888.701,573998.8327,4093423.705,1044112.443,1035718.921,1059599.716,1163149.967,350187.3816,703996.9336,606198.0087,884988.8809,1673516.478,24206024.66,1241456.128,4703310.222,4822398.717,4461947.66,4547767.61,4902395.914,4994011.503,5479136.221
CHEBI:27480,C10H11NO3,OC(=O)CNC(=O)Cc1ccccc1,"InChI=1S/C10H11NO3/c12-9(11-7-10(13)14)6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H,11,12)(H,13,14)",Phenylacetylglycine,192.0667938,,,,199.87,,,,,,,,,,,,177886.1982,348062.5506,370121.1163,212439.8748,255294.0901,114542.1339,206662.1121,195545.4526,305959.5403,277899.4891,246920.983,113801.3944,231972.3124,330934.6758,342385.5912,189423.8052,187723.5482,256932.838,712519.8824,238882.1093,351449.8271,392084.6506,393498.4872,173548.3818,79271.7243,179096.754,156034.456,628515.2332,338084.7666,234507.7144,262633.8133,352398.4362,428443.85,905151.2094,209520.9187,701866.4107,217836.0514,522783.5182,362039.8661,206000.6435,262052.367,606216.8706,477179.2986,222880.3825,492708.5607,210633.2821,1995430.931,289155.8823,271790.8996,215653.7091,209533.6426,189852.539,283728.1401,260056.0657,195254.0508,386533.4329,692110.9645,662757.2879,582650.1442,506281.3398,358518.3955,438084.8675,406207.9441,382778.4901
CHEBI:87820,C23H30O5,O[C@H]1[C@@H]([C@@H](C/C=C\CCCC(=O)O)C(C1)=O)/C=C/[C@@H](O)CCC2=CC=CC=C2,"InChI=1S/C23H30O5/c24-18(13-12-17-8-4-3-5-9-17)14-15-20-19(21(25)16-22(20)26)10-6-1-2-7-11-23(27)28/h1,3-6,8-9,14-15,18-20,22,24,26H,2,7,10-13,16H2,(H,27,28)/b6-1-,15-14+/t18-,19+,20+,22+/m0/s1","17-phenyl-18,19,20-trinor-prostaglandin E2",385.2050169,,,,29.5351,,,,,,,,,,,,854491.2738,735171.9663,2258547.136,643334.1654,696766.1863,4115616.35,1094784.096,1691009.916,1472431.192,1570696.676,853034.5503,1865601.197,1668657.052,942598.8398,2608196.329,2263517.986,1184785.074,1689758.696,2288910.549,1239851.779,9662381.126,481176.559,1458047.904,503302.155,912662.6555,728023.3073,1566441.297,3005918.577,2345146.005,1053879.04,2407610.09,13349169.61,1608127.762,2338370.672,5245745.549,1261777.272,1977817.494,1676155.221,1980771.049,1713737.532,3897321.697,1315481.514,1001407.695,3933102.953,1944912.591,2743158.256,1471375.54,1755534.512,1693451.666,978639.953,903003.3165,443840.7174,1379830.035,1600583.76,1285757.071,4199652.518,2255174.434,2095096.477,1604708.577,1579794.766,1524774.026,2373225.574,1361204.908,1575230.562
CHEBI:34719,C10H12N2O5,,,"(?¡À)-2-(1-Methylpropyl)-4,6-dinitrophenol",239.0591612,,,,29.2507,,,,,,,,,,,,15870032.62,16205670.33,23187210.12,15676463.42,19240856.17,13646019.03,14214012.16,28748277.55,560295.7033,11989615.88,25373586.04,19731943.39,24726376.39,21971559.29,14751836.38,21067937.61,15228823.26,14714072.9,22005249.74,17440382.82,17840031.1,11846249.6,25205728.3,3348384.749,20138680.98,15829980.26,16707537.91,18678231.41,9827205.292,19575864.26,28557423.57,19636371.41,24848799.12,22152178.04,28876527.75,21712917.33,20084116.96,21130597.95,11706571.18,12700703.43,14104655.95,13147525.23,19941052.55,51357119.29,17873150.29,19077248.99,22232498.29,17907977.09,21492253.32,16936046.53,23264615,25684151.78,22505193.21,27667392.12,27303029.22,20477118.84,10645296.46,17668530.02,22120747.96,61707086.9,102363086.6,133151136.6,143918149.2,186091487
CHEBI:17115,C3H7NO3,N[C@@H](CO)C(O)=O,"InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1",L-Serine,104.0354102,,,,391.962,,,,,,,,,,,,4486714.829,1397776.985,4474162.423,2618158.782,3828637.781,2073040.612,4175521.25,4399606.478,2248055.588,1563394.411,2812141.883,3226402.677,1651339.98,2152808.207,2159873.068,4628337.499,3014557.638,1905058.061,2640588.424,734090.1561,2116518.394,1975278.35,3720241.833,3193223.509,4396938.048,1945260.282,2934273.014,2461658.152,2272021.395,1991896.154,3440716.186,4731189.572,3179939.994,2909864.881,3771993.87,4610267.925,2850456.59,2568245.823,1899955.828,3143237.148,3094366.389,2135364.996,1161020.148,3353912.135,2108830.164,4894996.039,2731119.51,5015420.546,2793726.763,4164700.712,2706733.819,2496571.453,2843059.087,3068973.57,2573354.573,3583660.87,2413973.912,3550624.612,3367919.156,4014915.519,3530094.841,3378808.096,4377036.538,3930154.956
CHEBI:64294,C27H44O2,[H][C@@]1(CC[C@@]2([H])[C@]3([H])C(=O)C=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,"InChI=1S/C27H44O2/c1-17(2)7-6-8-18(3)21-9-10-22-25-23(12-14-27(21,22)5)26(4)13-11-20(28)15-19(26)16-24(25)29/h16-18,20-23,25,28H,6-15H2,1-5H3/t18-,20+,21-,22+,23+,25+,26+,27-/m1/s1",7-Ketocholesterol,399.3275011,,,,179.455,,,,,,,,,,,,200875.2711,220466.6126,1068584.366,971360.0079,449363.2635,543329.5099,655706.3157,285161.7953,602357.4501,254013.5481,713782.3545,1135565.881,925408.8069,120262.7401,1231371.86,1442207.086,369041.7337,1522916.971,1108310.928,379939.4826,1150742.188,218995.0877,1427187.276,90432.65447,349304.6144,186929.5014,423038.3737,797822.753,936614.695,74534.43867,563242.2504,2440034.141,458887.6819,616731.3778,1250573.991,2194217.267,1336772.092,441442.8584,104229.4652,440398.4258,1130594.949,922716.9135,295703.4006,1144416.837,372537.8944,1295203.026,1379917.648,503850.8286,1122710.877,2800628.402,618770.3494,1129981.776,861830.9232,614781.3689,186887.1683,684820.9337,539550.8702,977064.1781,1054845.903,586097.7547,998733.2503,1040524.19,974780.1354,587229.4331
CHEBI:18089,C9H9NO3,OC(=O)CNC(=O)c1ccccc1,"InChI=1S/C9H9NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)(H,11,12)",Hippuric acid,178.0508823,,,,211.0155,,,,,,,,,,,,7777511.373,4357195.585,8586846.529,2297563.644,2751296.669,5225634.698,2903311.917,11727037.61,12096358.29,12891033.99,1723395.238,2832881.906,3099105.012,8235291.322,24352941.35,4169521.944,1257225.188,7299953.991,7182151.885,3288103.319,15153584.49,28528467.31,14842233.47,12146122.17,2517897.952,2761821.125,1401911.891,21393857.48,157933758.7,19738028.05,16381777.74,18921865.6,36260718.19,44809822.32,5868971.375,4045857.16,15491771.65,18232194.08,196685526.9,81534057.49,47926025.46,9208602.578,3859474.751,50343742.12,100598910,4087433.701,54865175.65,7359766.513,7390603.054,2960965.14,2360261.332,23814942.34,47645761.48,29059133.8,87613216.82,23776208.11,18751613.17,32273512.8,29913957.14,28231249.42,27727052.68,26864804.36,27029016.92,26477022.78
CHEBI:76308,C14H26O4,OC(CCCCCCCCCCCCC(O)=O)=O,"InChI=1S/C14H26O4/c15-13(16)11-9-7-5-3-1-2-4-6-8-10-12-14(17)18/h1-12H2,(H,15,16)(H,17,18)",Tetradecanedioic acid,257.1756837,,,,250.852,,,,,,,,,,,,220798.8949,167093.7971,479225.8404,141641.325,224301.9503,5052250.261,767684.2925,332225.4213,151580.5692,1182807.568,242629.5647,631053.3046,278464.4393,200754.6941,364732.2856,1314537.094,369990.733,581031.7868,1639518.23,313143.6259,1232356.896,834966.6279,3061244.966,667738.1783,507189.3766,615977.1625,523516.881,927094.063,722685.4641,2236697.799,654214.3875,1760032.283,1238275.435,1054537.735,169314.76,1390360.745,1098265.383,826072.3389,1752891.181,505146.1739,382391.9757,187120.7407,389910.8588,478976.3805,790903.7735,532047.9616,303236.1927,1140323.822,813617.4095,1610411.247,339540.9776,420908.1818,1058832.239,626451.2089,566467.3059,1239722.443,3490685.56,1048107.444,1059732.905,996999.7292,1016096.998,654829.8011,1055535.551,1071425.243
CHEBI:83037,C19H30O5S,C1[C@@]2([C@@]([C@@]3([C@](C[C@H](OS(O)(=O)=O)CC3)(C1)[H])C)(CC[C@@]4(C(CC[C@@]24[H])=O)C)[H])[H],"InChI=1S/C19H30O5S/c1-18-9-7-13(24-25(21,22)23)11-12(18)3-4-14-15-5-6-17(20)19(15,2)10-8-16(14)18/h12-16H,3-11H2,1-2H3,(H,21,22,23)/t12-,13+,14-,15-,16-,18-,19-/m0/s1",Androsterone sulfate,369.1729644,,,,27.7593,,,,,,,,,,,,609846606.2,294244900.1,153939459,222866365.8,732610652,669050858.3,787388482.5,1148910037,991007398,986054369.2,446635271.4,952489843.5,405518987.3,518097597.6,670810822.6,692596269.4,1188768514,978563801.6,469036547.1,496108059.9,259279083.1,78071797.53,35804711.19,312217926.5,332246194.7,755885671.6,524851092.2,713508149.6,1253384891,316274098.8,461183612.8,714419030.9,366088773.3,1101182723,338569826.8,1281327671,527356040.1,304234540.7,927230963.4,2203186488,2061727048,239524805.8,1334150952,1861145315,2033497799,943896393.7,508722251.7,577515794.2,738739418.4,844183250.2,804243073.8,282598924.9,39434801.43,1176982586,559026479.3,851170641.8,865033566.6,721381132.6,735948158.7,735577228.8,770596541.6,764147532.3,790714245.8,760596457.8
